epoch,cpu_mhz_avg,gpu_edge_c,acpi_c,gpu_mhz,gpu_power_w,bat_status,bat_pct,mem_avail_mb
1789941000,1752,73.0,72.0,1600,15.23,Not charging,79,10141
1789941005,2187,72.0,73.0,1600,14.14,Not charging,79,10176
1789941010,2334,70.0,73.0,1524,15.07,Not charging,79,10162
1789941015,1782,74.0,73.0,1600,15.13,Not charging,79,10179
1789941020,1614,72.0,73.0,1600,13.20,Not charging,79,10168
1789941025,1561,72.0,72.0,1600,15.07,Not charging,79,10163
1789941030,1399,72.0,72.0,1600,14.15,Not charging,79,10152
1789941035,1651,72.0,73.0,1600,15.02,Not charging,79,10168
1789941041,2424,72.0,73.0,1600,15.12,Not charging,79,10164
1789941046,2292,72.0,72.0,1553,14.19,Not charging,79,10177
1789941051,2104,72.0,72.0,1600,11.00,Not charging,79,10141
1789941056,2332,73.0,72.0,1600,14.18,Not charging,79,10161
1789941061,2176,73.0,72.0,1600,15.13,Not charging,79,10156
1789941066,2349,72.0,73.0,1407,15.07,Not charging,79,10162
1789941071,1622,73.0,73.0,1600,14.21,Not charging,79,10164
1789941076,2094,73.0,73.0,1600,16.10,Not charging,79,10156
1789941081,1814,72.0,73.0,1600,15.09,Not charging,79,10147
1789941086,1782,73.0,73.0,1600,14.16,Not charging,79,10140
1789941091,1399,73.0,73.0,1600,15.16,Not charging,79,10153
1789941096,2028,71.0,73.0,1600,16.23,Not charging,79,10139
1789941101,1819,71.0,72.0,1600,15.06,Not charging,79,10167
1789941106,1534,72.0,72.0,1600,15.00,Not charging,79,10163
1789941111,1846,72.0,73.0,1600,15.09,Not charging,79,10148
1789941116,2423,73.0,73.0,1600,14.20,Not charging,79,10124
1789941121,2040,71.0,72.0,1600,16.02,Not charging,79,10135
1789941126,2424,71.0,72.0,1563,14.18,Not charging,79,10116
1789941131,2110,72.0,72.0,1600,15.20,Not charging,79,10139
1789941136,1794,72.0,72.0,1600,14.17,Not charging,79,10137
1789941141,2228,72.0,72.0,1600,15.02,Not charging,79,10149
1789941147,1850,73.0,72.0,1600,16.13,Not charging,79,10161
1789941152,2349,73.0,72.0,1600,15.04,Not charging,79,10144
1789941157,2059,72.0,72.0,1600,14.17,Not charging,79,10164
1789941162,1890,72.0,72.0,1600,15.01,Not charging,79,10149
1789941167,2398,72.0,72.0,1600,15.01,Not charging,79,10150
1789941172,2143,72.0,72.0,1600,15.18,Not charging,79,10158
1789941177,2400,72.0,72.0,1600,14.03,Not charging,79,10142
1789941182,2424,71.0,71.0,1600,15.08,Not charging,79,10166
1789941187,2424,71.0,71.0,1600,15.05,Not charging,79,10174
1789941192,1399,71.0,71.0,1600,14.07,Not charging,79,10148
1789941197,2424,72.0,72.0,1600,15.04,Not charging,79,10177
1789941202,2424,71.0,71.0,1600,14.12,Not charging,79,10166
1789941207,2334,71.0,71.0,1600,17.07,Not charging,79,10174
1789941212,2424,72.0,71.0,1600,16.22,Not charging,79,10156
1789941217,2308,72.0,72.0,1600,14.12,Not charging,79,10151
1789941222,2424,71.0,72.0,1600,16.19,Not charging,79,10142
1789941227,2379,71.0,72.0,1600,15.02,Not charging,79,10183
1789941232,2420,72.0,72.0,1600,15.17,Not charging,79,10166
1789941237,2326,72.0,72.0,1600,14.14,Not charging,79,10174
1789941242,2425,67.0,71.0,1143,11.19,Not charging,79,10154
1789941247,2424,70.0,71.0,1600,13.16,Not charging,79,10181
1789941252,1837,71.0,71.0,1600,14.14,Not charging,79,10160
1789941257,1916,71.0,72.0,1600,14.10,Not charging,79,10177
1789941263,1636,72.0,72.0,1599,15.18,Not charging,79,10193
1789941268,2424,71.0,71.0,1600,13.15,Not charging,79,10166
1789941273,2424,71.0,71.0,1600,15.22,Not charging,79,10158
1789941278,2134,70.0,71.0,1596,15.18,Not charging,79,10177
1789941283,2424,71.0,71.0,1600,17.01,Not charging,79,10173
1789941288,2277,71.0,72.0,1454,14.23,Not charging,79,10156
1789941293,2229,71.0,72.0,1600,14.22,Not charging,79,10157
1789941298,2403,70.0,72.0,1521,14.16,Not charging,79,10153
1789941303,2163,73.0,72.0,1600,16.07,Not charging,79,10139
1789941308,2154,73.0,72.0,1600,15.16,Not charging,79,10145
1789941313,1728,73.0,72.0,1600,14.19,Not charging,79,10134
1789941318,2424,70.0,72.0,1441,15.16,Not charging,79,10123
1789941323,1857,73.0,73.0,1600,16.05,Not charging,79,10150
1789941328,2424,73.0,73.0,1600,13.17,Not charging,79,10161
1789941333,1847,72.0,73.0,1600,14.06,Not charging,79,10155
